어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
호박별어린이집,경기도,수원시,가정,20,6,"경기도 수원시 권선구 덕영대로1323번길 26-7 233동 102호(권선동, 우남아파트)",031-222-2303,,,,1,N,http://www.,2018-07-31
호반센트럴어린이집,경기도,수원시,민간,85,15,경기도 수원시 권선구 매곡로 43 관리동(호반베르디움 더 센트럴),031-294-2226,,,,1,N,http://www.,2018-07-31
호호어린이집,경기도,수원시,가정,19,6,"경기도 수원시 권선구 서수원로577번길 263 304동 103호(금곡동, 가온마을3단지)",031-291-5051,,,,1,N,http://www.,2018-07-31
i튼튼어린이집,경기도,수원시,민간,39,9,경기도 수원시 팔달구 장안로5번길 10 (화서동),031-247-8896,,,,1,Y,http://www.,2018-07-31
가람어린이집,경기도,수원시,가정,20,6,"경기도 수원시 팔달구 권광로 246 106동 101호(인계동, 래미안노블클래스아파트)",031-212-0698,,,,1,N,http://www.,2018-07-31
고운맘어린이집,경기도,수원시,가정,20,6,"경기도 수원시 팔달구 수성로244번길 25 104-102호 (화서동, 화서위브하늘채아파트)",031-255-0609,,,,1,N,http://www.,2018-07-31
그루터기어린이집,경기도,수원시,민간,42,7,경기도 수원시 팔달구 팔달문로131번길 58-8 (우만동),031-247-3609,,,,1,Y,http://www.,2018-07-31
꼬꼬마어린이집,경기도,수원시,가정,20,6,경기도 수원시 팔달구 세지로 355-2 지동,031-256-1856,,,,1,Y,http://www.,2018-07-31
꼬망어린이집,경기도,수원시,가정,19,0,경기도 수원시 팔달구 정자천로32번길 20 161-105 (화서동 꽃뫼버들마을 엘지아파트),031-296-9977,,,,1,N,http://www.,2018-07-31
꿈꾸는아이들어린이집,경기도,수원시,민간,39,6,경기도 수원시 팔달구 동말로78번길 18-5 (화서동),031-248-8585,,,,1,Y,http://www.,2018-07-31
롯데아이뜰어린이집,경기도,수원시,가정,17,6,"경기도 수원시 영통구 덕영대로1555번길 20 941동 101호 (영통동, 벽적골롯데아파트)",031-273-9999,,,,1,N,http://www.,2018-07-31
리틀수정어린이집,경기도,수원시,가정,13,3,"경기도 수원시 영통구 영통로 498 153동 103호 (영통동, 황골마을주공1단지아파트)",070-8265-7290,,,,1,N,http://www.,2018-07-31
라온제나어린이집,경기도,수원시,가정,17,4,"경기도 수원시 권선구 호매실로 103 2107동 105호(호매실동, 능실마을21단지)",031-939-8729,,,,1,N,http://www.,2018-07-31
라임어린이집,경기도,수원시,가정,20,3,"경기도 수원시 권선구 세류로 60 107동 105호 (세류동, LH수원센트럴타운1단지)",031-307-3372,,,,1,N,http://www.,2018-07-31
로뎀나무아래어린이집,경기도,수원시,가정,20,5,"경기도 수원시 권선구 권중로 31 308동 102호(권선동, 신안풍림아파트)",031-234-2176,,,,1,Y,http://www.,2018-07-31
리베도만스쿨어린이집,경기도,수원시,민간,28,5,"경기도 수원시 권선구 권중로 31 (권선동, 신안풍림아파트)",031-232-7096,,,,1,Y,http://www.,2018-07-31
맘맘어린이집,경기도,수원시,가정,20,6,"경기도 수원시 권선구 구운로47번길 59 103동 103호(구운동,서수원엠코타운 르본느)",031-292-5957,,,,1,N,http://www.,2018-07-31
모아어린이집,경기도,수원시,가정,20,6,"경기도 수원시 권선구 덕영대로1323번길 26-31 227동 103호(권선동, 대림아파트)",031-233-5489,,,,1,N,http://www.,2018-07-31
광교호반마을어린이집,경기도,수원시,가정,18,6,"경기도 수원시 영통구 광교호수로152번길 80 2104동 104호 (하동, 광교호반마을21단지아파트)",031-217-7941,,,,1,N,http://www.,2018-07-31
구름송이어린이집,경기도,수원시,가정,19,6,"경기도 수원시 영통구 영통로173번길 37 101동 104호 (망포동, 망포역마을 쌍용아파트)",031-203-1959,,,,1,N,http://www.,2018-07-31
광교아이숲어린이집,경기도,수원시,가정,20,5,"경기도 수원시 영통구 웰빙타운로 70 8701동 101호 (이의동, 호반베르디움)",031-216-0712,,,,1,N,http://www.,2018-07-31
광교참누리어린이집,경기도,수원시,민간,31,8,"경기도 수원시 영통구 대학3로 55 관리동(이의동, 광교캠퍼스타운참누리아파트)",031-214-7902,,,,1,Y,http://www.,2018-07-31
해피아이어린이집,경기도,수원시,가정,17,5,"경기도 수원시 장안구 만석로68번길 10 595동 104호(정자동, 백설마을현대코오롱아파트)",031-269-9465,,,,1,N,http://www.,2018-07-31
햇님아이어린이집,경기도,수원시,가정,19,5,"경기도 수원시 장안구 화산로 85 125동 102호 (천천동, 천천대우푸르지오)",031-273-4432,,,,1,N,http://www.,2018-07-31
햇빛어린이집,경기도,수원시,가정,19,6,"경기도 수원시 장안구 율전로 73 105동 102호(율전동, 율전이안아파트)",031-227-1562,,,,1,Y,http://www.,2018-07-31
리틀키즈어린이집,경기도,수원시,가정,20,5,"경기도 수원시 영통구 청명로 100 421동 103호 (영통동, 건영1차아파트)",031-304-9299,,,,1,N,http://www.,2018-07-31
맑은샘어린이집,경기도,수원시,가정,20,7,"경기도 수원시 영통구 웰빙타운로 50 8504동 103호 (이의동, 광교2차 e편한세상)",031-307-2121,,,,1,N,http://www.,2018-07-31
매탄이솝어린이집,경기도,수원시,민간,153,21,"경기도 수원시 영통구 동수원로 316 (매탄동, 임광아파트)",031-238-7112,,,1,1,Y,http://www.,2018-07-31
물댄동산어린이집,경기도,수원시,민간,48,9,"경기도 수원시 영통구 도청로17번길 23 관리동 (이의동, 자연앤자이)",031-215-3328,,,,1,N,http://www.,2018-07-31
미소천사어린이집,경기도,수원시,가정,20,6,"경기도 수원시 영통구 동탄원천로915번길 36 301동 102호 (매탄동, 주공그린빌아파트)",031-8081-5560,,,,1,N,http://www.,2018-07-31
밀알어린이집,경기도,수원시,가정,16,5,"경기도 수원시 영통구 영통로514번길 53 113동 102호 (영통동, 황골마을주공2단지아파트)",031-206-9425,,,,1,N,http://www.,2018-07-31
반디어린이집,경기도,수원시,가정,20,5,"경기도 수원시 영통구 청명로 132 321동 103호 (영통동, 벽산삼익아파트)",031-203-2015,,,,1,N,http://www.,2018-07-31
행복가득어린이집,경기도,수원시,가정,19,5,"경기도 수원시 장안구 상률로 32 101동 103호(율전동, 밤꽃마을뜨란채아파트)",031-309-9585,,,,1,Y,http://www.,2018-07-31
행복한초록나무어린이집,경기도,수원시,민간,105,10,경기도 수원시 장안구 조원로111번길 33-5,031-246-8733,,,,1,Y,http://www.,2018-07-31
희망어린이집,경기도,수원시,가정,19,5,"경기도 수원시 장안구 파장천로44번길 87 104동 103호(파장동, 현대아파트)",031-241-3369,,,,1,N,http://www.,2018-07-31
SUN어린이집,경기도,수원시,가정,15,5,"경기도 수원시 권선구 권중로 136 511동 101호(권선동, 신동아대원아파트)",031-225-9306,,,,1,N,http://www.,2018-07-31
가람어린이집,경기도,수원시,가정,18,7,"경기도 수원시 권선구 서수원로 589 305동 105호(금곡동, 삼익3차아파트)",031-292-5954,,,,1,Y,http://www.,2018-07-31
가온누리어린이집,경기도,수원시,가정,20,2,"경기도 수원시 권선구 수성로 47 7동 102호(구운동, 삼환아파트)",031-309-7101,,,,1,N,http://www.,2018-07-31
굿맘사과나무어린이집,경기도,수원시,가정,20,6,"경기도 수원시 영통구 영통로200번길 156 1003동 104호 (망포동, 방죽마을영통뜨란채)",031-202-5408,,,,1,N,http://www.,2018-07-31
귀염이어린이집,경기도,수원시,가정,16,5,"경기도 수원시 영통구 영통로 498 159동 102호 (영통동, 황골마을주공1단지아파트)",031-204-4566,,,,1,N,http://www.,2018-07-31
기린어린이집,경기도,수원시,가정,19,6,"경기도 수원시 영통구 덕영대로1484번길 21 109동 102호 (망포동, 그대가 프리미어아파트)",031-893-5131,,,,1,N,http://www.,2018-07-31
깨비어린이집,경기도,수원시,가정,17,4,"경기도 수원시 영통구 동탄원천로915번길 33 404동 103호 (매탄동, 주공그린빌아파트)",031-217-2914,,,,1,N,http://www.,2018-07-31
꼬마별어린이집,경기도,수원시,가정,19,6,"경기도 수원시 영통구 중부대로448번길 28 219동 102호 (원천동, 수원 원천2단지 주공아파트)",031-308-7842,,,,1,N,http://www.,2018-07-31
꼬마숲어린이집,경기도,수원시,가정,16,4,"경기도 수원시 영통구 영통로290번길 26 842동 103호 (영통동, 벽적골주공 휴먼시아8단지)",031-203-0103,,,,1,N,http://www.,2018-07-31
봄해어린이집,경기도,수원시,민간,49,7,경기도 수원시 권선구 세권로42번길 7 (세류동),031-239-1772,,,,1,Y,http://www.,2018-07-31
블루밍혜아어린이집,경기도,수원시,가정,20,6,"경기도 수원시 권선구 권중로 158 402동 103호(권선동, 벽산아파트)",031-235-7004,,,,1,Y,http://www.,2018-07-31
비발디빅스맘어린이집,경기도,수원시,가정,20,4,"경기도 수원시 권선구 당진로15번길 19-10 104동 104호(당수동, 한라비발디아파트)",031-506-3003,,,,1,N,http://www.,2018-07-31
비손어린이집,경기도,수원시,민간,147,17,경기도 수원시 권선구 칠보로241번길 26 (호매실동),031-296-1487,,,1,1,Y,http://www.,2018-07-31
뽀로로아가마을어린이집,경기도,수원시,가정,16,5,"경기도 수원시 권선구 정조로536번길 7 1동104호(세류동, 장미아파트)",031-233-8552,,,,1,N,http://www.,2018-07-31
사과나무어린이집,경기도,수원시,가정,19,1,경기도 수원시 권선구 권선로766번길 7-15 1층,031-235-4189,,,,1,N,http://www.,2018-07-31
시립지동어린이집,경기도,수원시,국공립,79,10,경기도 수원시 팔달구 창룡문로 56 지동,031-243-9801,,,1,1,N,http://www.,2018-07-31
으뜸어린이집,경기도,수원시,가정,13,5,"경기도 수원시 영통구 청명북로 61 407동 102호 (영통동, 청명마을주공아파트)",031-203-3542,,,,1,N,http://www.,2018-07-31
소담어린이집,경기도,수원시,가정,11,5,경기도 수원시 권선구 경수대로302번길 32 권선동 성지아파트 106동102호,031-898-5570,,,,1,N,http://www.,2018-07-31
소망어린이집,경기도,수원시,가정,17,3,"경기도 수원시 권선구 수성로 47 15동 106호(구운동, 삼환아파트)",031-291-7922,,,,1,N,http://www.,2018-07-31
새하늘새꿈어린이집,경기도,수원시,가정,16,6,"경기도 수원시 영통구 영통로 498 144동 103호 (영통동, 황골마을주공1단지아파트)",031-205-7333,,,,1,N,http://www.,2018-07-31
색연필어린이집,경기도,수원시,가정,17,7,"경기도 수원시 영통구 봉영로1517번길 27 909동 104호 (영통동, 벽적골9단지 주공아파트)",031-202-2572,,,,1,N,http://www.,2018-07-31
생명샘어린이집,경기도,수원시,민간,49,7,경기도 수원시 영통구 태장로54번길 50 (망포동),031-206-3987,,,,1,Y,http://www.,2018-07-31
선민어린이집,경기도,수원시,가정,17,4,"경기도 수원시 영통구 태장로82번길 32 108동 102호 (망포동, 망포마을 동수원 엘지빌리지)",031-215-4711,,,,1,N,http://www.,2018-07-31
미소어린이집,경기도,수원시,가정,19,5,"경기도 수원시 권선구 오목천로39번길 8 102동 103호(오목천동, 청구1차아파트)",031-297-6593,,,,1,N,http://www.,2018-07-31
민들레어린이집,경기도,수원시,가정,20,6,"경기도 수원시 권선구 호매실로166번길 70 2002동 104호(호매실동, 호매실20단지)",031-293-2369,,,,1,N,http://www.,2018-07-31
바다별어린이집,경기도,수원시,가정,19,7,"경기도 수원시 권선구 경수대로302번길 22 101동 103호(권선동, 한양아파트)",031-225-0431,,,,1,N,http://www.,2018-07-31
반디어린이집,경기도,수원시,가정,20,7,"경기도 수원시 권선구 세권로196번길 22 1동 105호(권선동, 한효아파트)",031-8025-2925,,,,1,N,http://www.,2018-07-31
백조어린이집,경기도,수원시,민간,91,16,경기도 수원시 권선구 탑동로48번길 16 (탑동),031-294-3119,,,1,1,Y,http://www.,2018-07-31
베베토리어린이집,경기도,수원시,가정,20,5,"경기도 수원시 권선구 매실로 61 202동 111호 (호매실동, 삼익2차아파트)",031-891-3215,,,,1,Y,http://www.,2018-07-31
아이월드어린이집,경기도,수원시,민간,47,11,"경기도 수원시 권선구 호매실로165번길 70 관리동(호매실동, 수원호매실 휴먼시아15단지아파트)",031-291-6331,,,,1,N,http://www.,2018-07-31
새꽃어린이집,경기도,수원시,가정,16,4,"경기도 수원시 권선구 호매실로165번길 70 1504동 103호 (호매실동, 수원호매실 휴먼시아15단지아파트)",031-825-1370,,,,1,N,http://www.,2018-07-31
새영재어린이집,경기도,수원시,민간,51,9,경기도 수원시 권선구 권광로91번길 55 (권선동),031-239-5123,,,,1,Y,http://www.,2018-07-31
새한양삐아제어린이집,경기도,수원시,민간,116,16,경기도 수원시 권선구 칠보로241번길 11-1 (호매실동),031-292-9165,,,,1,Y,http://www.,2018-07-31
새희망어린이집,경기도,수원시,민간,96,5,경기도 수원시 권선구 삼천병마로1598번길 14-12 (오목천동),031-296-1045,,,,1,Y,http://www.,2018-07-31
아라어린이집,경기도,수원시,가정,15,5,"경기도 수원시 영통구 권광로276번길 79 A동 102호 (매탄동, 성신아파트)",031-212-4801,,,,1,N,http://www.,2018-07-31
아름드리어린이집,경기도,수원시,가정,16,6,"경기도 수원시 영통구 영통로 232 823동 103호 (영통동, 두산.우성.한신아파트)",031-206-8809,,,,1,N,http://www.,2018-07-31
꼬마별어린이집,경기도,수원시,가정,19,4,경기도 수원시 장안구 만석로159번길 31 경남아너스 102동 104호,070-4067-8538,,,,1,N,http://www.,2018-07-31
꼬마숲둥지어린이집,경기도,수원시,가정,19,5,"경기도 수원시 장안구 화산로 85 115동 101호(천천동, 천천아파트)",031-297-7179,,,,1,N,http://www.,2018-07-31
꼬마요정어린이집,경기도,수원시,가정,16,3,"경기도 수원시 장안구 금당로39번길 34 211동 101호(조원동, 주공아파트)",031-268-9280,,,,1,N,http://www.,2018-07-31
리틀창의나라어린이집,경기도,수원시,민간,49,6,경기도 수원시 장안구 송정로187번길 35-9,031-243-2564,,,,1,Y,http://www.,2018-07-31
명문어린이집,경기도,수원시,민간,31,4,경기도 수원시 장안구 서부로2135번길 30 (율전동),031-294-7248,,,,1,Y,http://www.,2018-07-31
무지개어린이집,경기도,수원시,민간,43,5,경기도 수원시 장안구 경수대로847번길 13-1,031-245-2360,,,1,1,Y,http://www.,2018-07-31
밤꽃어린이집,경기도,수원시,민간,43,5,경기도 수원시 장안구 상률로 32 (율전동) 관리동,031-309-8800,,,1,1,N,http://www.,2018-07-31
벽산어린이집,경기도,수원시,민간,54,7,경기도 수원시 권선구 권중로 99 (권선동) 벽산한성아파트 관리동 1층,031-224-6209,,,,1,N,http://www.,2018-07-31
광교라온어린이집,경기도,수원시,가정,20,8,"경기도 수원시 영통구 법조로 134 3003동 101호 (하동, 광교호수마을참누리레이크)",031-211-1578,,,,1,N,http://www.,2018-07-31
광교별나라빅스맘어린이집,경기도,수원시,가정,20,4,"경기도 수원시 영통구 광교마을로 156 4010동 104호 (하동, 광교마을40단지아파트)",031-216-9579,,,,1,N,http://www.,2018-07-31
해나무 어린이집,경기도,수원시,가정,19,6,"경기도 수원시 팔달구 장다리로306번길 13 108동 108호(인계동, 신반포수원)",031-226-5257,,,,1,N,http://www.,2018-07-31
해님어린이집,경기도,수원시,민간,31,7,"경기도 수원시 팔달구 일월로18번길 4-26 (화서동,꽃뫼버들코오롱아파트 관리동)",031-298-7209,,,,1,Y,http://www.,2018-07-31
